索引號,慣用名,通鑑名,通鑑目錄,出處,女性,別稱,姓,名,字,號,氏,謚,生年,卒年,出生月日,去世月日,得位年,失位年,統治政權,從屬政權,籍貫,作品,相關成語,人物組合,生僻度,簡述,記載年,記載年備註,wiki異名,備注
13022,程銀,程銀|銀,52704,,,,,,,,,,0,0,,,,,,東漢,,,,關中十將,1,關中諸將，潼關之戰反曹操，後隨張魯降曹,211,,,
13023,楊秋,楊秋|秋,52704,,,,,,,,,,0,0,,,,,,東漢|曹魏,,,,關中十將,,關中諸將，潼關之戰反曹操，敗奔安定後降曹,211,,,
13024,李堪 (東漢),李堪,52704,,,,,,,,,,0,211,,,,,,東漢,,,,關中十將,,關中諸將，潼關之戰反曹操，陣亡,,,,
13025,關中十將張橫,張橫,52704,,,,,,,,,,0,0,,,,,,東漢,,,,關中十將,1,關中諸將，潼關之戰反曹操,211,,,
13026,梁興,梁興|興,52704,,,,,,,,,,0,212,,,,,,東漢,,,,關中十將,,關中諸將，潼關之戰反曹操，敗后為鄜賊，寇略馮翊，被鄭渾破斬,,,,
13027,成宜,成宜,52704,,,,,,,,,,0,211,,,,,,東漢,,,,關中十將,,關中諸將，潼關之戰反曹操，戰死,,,,
13028,馬玩,馬玩,52704,,,,,,,,,,0,0,,,,,,東漢,,,,關中十將,,關中諸將，潼關之戰反曹操,211,,,
13029,徐宣 (三國),徐宣|僕射,52704,,,,,,寶堅,,,,0,236,,,,,,東漢|曹魏,廣陵,,,,,曹操門下督、左護軍、魏郡太守，拒絕專任譙沛人，曹叡左僕射，充分信任不視其文書,,,,
13030,國淵,國淵|淵,52704,,,,,,子尼,,,,0,0,,,,,,東漢|曹魏,樂安,,,,,曹操居府長史，討田銀蘇伯不誇大斬首數，鄭玄弟子,211,,,
13031,丁斐,丁斐,52704,,,,,,文侯,,,,0,0,,,,,,東漢,,,,,,曹操校尉，潼關之戰放牛馬餌賊以護衛曹操,211,,,
13032,法正,法正|正|法孝直|孝直,52705,,,,,,孝直,,,翼,176,220,,,,,,東漢,扶風,,,,,劉璋軍議校尉，不得志，同張松謀，迎劉備，勸降劉璋不答，劉備為蜀郡太守、揚武將軍，漢中之戰主謀，定軍山之戰總指揮，為尚書令，法真孫，性睚眥必報,,,,
13033,李異,李異,52705,,,,,,,,,,0,0,,,,,,東漢,,,,,,劉璋將領，殺趙韙而恃功，後為孫權將領，夷陵之戰被吳班馮習破於巫,211,,,
13034,黃權,黃權|權|育陽侯,52705,,,,,,公衡,,,,0,240,,,,,,東漢|蜀漢|曹魏,巴西,,,,,劉璋主簿，諫勿迎劉備，貶廣漢長，劉璋降後乃降，劉備為偏將軍、護軍，迎張魯不得，破曹操三巴太守朴胡、杜濩、任約，為治中從事，夷陵之戰自請為先鋒不從，為鎮北將軍，劉備敗而降魏，互信不改，拜鎮南將軍、侍中,,,,
13035,王累,王累,52705,,,,,,,,,,0,211,,,,,,東漢,廣漢,,,,,劉璋從事，倒懸州門死諫勿迎劉備不聽，自殺,,,,
13036,嚴顏,嚴顏|顏,52705,,,,,,,,,,0,0,,,,,,東漢,,,,,,劉璋巴郡太守，益州之戰被張飛禽而釋,211,,,
13037,田銀,田銀|銀,52706,,,,,,,,,,0,0,,,,,,東漢,河間,,,,,潼關之戰時於河間反曹操，被賈信破,212,,,
13038,蘇伯,蘇伯|伯,52706,,,,,,,,,,0,0,,,,,,東漢,河間,,,,,潼關之戰時於河間反曹操，被賈信破,212,,,
13039,鄭渾,鄭渾|渾,52706,,,,,,文公,,,,0,0,,,,,,東漢|曹魏,,,,,,曹操左馮翊，破斬梁興，鄭泰弟,212,,,
13040,劉熙 (漢獻帝子),皇子熙|濟陰王,52706,,,劉臨,,,,,,,0,0,,,,,,東漢,,,,,,漢獻帝子，曹操立為王,212,,,
13041,劉懿 (漢獻帝子),懿|山陽王,52706,,,,,,,,,,0,0,,,,,,東漢,,,,,,漢獻帝子，曹操立為王,212,,,
13042,劉邈 (濟北王),邈|濟北王,52706,,,,,,,,,,0,0,,,,,,東漢,,,,,,漢獻帝子，曹操立為王,212,,,
13043,劉敦,敦|東海王,52706,,,,,,,,,,0,0,,,,,,東漢,,,,,,漢獻帝子，曹操立為王,212,,,
13044,公西赤,公西赤,52707,1,,,,,子華,,,,-509,0,,,,,,魯國,,,,,,孔子弟子,,,,
13045,田文子,陳文子,52707,1,,,媯,須無,,,田,文,0,0,,,,,,齊國,,,,,,田氏第四代首領，齊莊公大夫,,,,
13046,公子糾,子糾,52707,1,,,姜,糾,,,,,0,-685,,,,,,齊國,,,,,,齊桓公兄，管仲原輔佐,,,,
13047,杜牧,杜牧,52707,1,,,,,牧之,樊川居士,,,803,852,,,,,,唐朝,,,,晚唐小李杜,,晚唐詩人,,,,
13048,楊懷,楊懷,52708,,,,,,,,,,0,213,,,,,,東漢,,,,,,劉璋將領，被劉備斬,,,,
13049,高沛,高沛,52708,,,,,,,,,,0,213,,,,,,東漢,,,,,,劉璋將領，被劉備斬,,,,
13050,張肅 (東漢),廣漢太守肅,52708,,,,,,君矯,,,,0,0,,,,,,東漢,,,,,,張松兄，劉璋廣漢太守，告發張松暗通劉備使被殺,213,,,
13051,公孫陽,公孫陽,52708,,,,,,,,,,0,0,,,,,,東漢,,,,,1,孫權都督，濡須口被曹操禽,213,,,
13052,鄭度 (三國),鄭度|度,52709,,,,,,,,,,0,0,,,,,,東漢,廣漢,,,,,劉璋益州從事，益州之戰勸遷民堅壁防劉備不聽,213,,,
13053,劉璝,劉璝,52709,,,,,,,,,,0,0,,,,,,東漢,,,,,,劉璋將領，益州之戰拒劉備敗退綿竹、雒城,213,,,
13054,冷苞,冷苞,52709,,,泠苞,,,,,,,0,214,,,,,,東漢,,,,,,劉璋將領，益州之戰拒劉備敗退綿竹,,,,
13055,張任,張任|任,52709,,,,,,,,,,0,214,,,,,,東漢,,,,,,劉璋將領，益州之戰拒劉備敗退綿竹、雒城，戰死,,,,
13056,鄧賢 (三國),鄧賢,52709,,,,,,,,,,0,0,,,,,,東漢,,,,,,劉璋將領，益州之戰拒劉備敗退綿竹，孟達外甥,213,,,
13057,吳懿,吳懿|懿,52709,,,吳壹,,,子遠,,,,0,237,,,,,,東漢|蜀漢,,,,,,劉璋將領，益州之戰拒劉備敗而降之，妹嫁劉瑁，族父吳匡，吳皇后哥，劉備偏將軍,,,,
13058,李嚴 (蜀漢),李嚴|嚴|平|李平|正方,52709,,,,,嚴|平,正方,,,,0,234,,,,,,東漢|蜀漢,,,腹有鳞甲,,,劉璋護軍，益州之戰督綿竹諸軍，降劉備為犍為太守，欲辟楊洪已為蜀郡太守，推何祗已為廣漢太守，劉備尚書令，托孤諸葛亮副，為中都護、前將軍，諸葛亮四次北伐怕運糧不繼呼其退軍，免官,,,,
13059,費觀,費觀|觀,52709,,,費覲,,,賓伯,,,,0,0,,,,,,東漢|蜀漢,,,,,,劉璋護軍，妻劉璋女，益州之戰督綿竹諸軍，降劉備為巴郡太守,213,,,
13060,劉循,循,52709,,,,,,,,,,0,0,,,,,,東漢,,,,,,劉璋子，妻龐羲女，益州之戰敗退雒城,213,,,
13061,曹憲 (東漢),三女,52709,,1,,,,,,,,0,0,,,,,,東漢,,,,,,曹操女，漢獻帝貴人,213,,,
13062,獻穆皇后曹節,三女|曹氏|皇后,52709,,1,,,,,,,,197,260,,7.2,,,,東漢|曹魏,,,,,,曹操女，漢獻帝第二任皇后,,,獻穆皇后,
13063,曹華,三女,52710,,1,,,,,,,,0,0,,,,,,東漢,,,,,,曹操女，漢獻帝貴人,213,,,
13064,楊昂,楊昂,52710,,,,,,,,,,0,0,,,,,,東漢,,,,,,李傕部曲出身，張魯將領，助馬超攻隴右，殺韋康，嫉妒馬超,213,,,
13065,韋康,韋康|刺史|韋使君,52710,,,,,,元將,,,,177,213,,,,,,東漢,,,,,,韋端子，曹操涼州刺史，冀城之圍獻城降馬超，被殺,,,,
13066,閻溫,閻溫|溫,52710,,,,,,伯儉,,,,0,213,,,,,,東漢,,,,,,曹操涼州別駕，冀城之圍潛水欲求救夏侯淵被抓，向城大呼，不服馬超被殺,,,,
13067,冀城之圍太守,太守,52710,,,,,,,,,,0,213,,,,,,東漢,,,,,4,曹操天水太守，冀城之圍與韋康共降馬超被殺,,,,
13068,楊千萬,氐王千萬,52710,,,,,,,,,,0,0,,,0,0,仇池,東漢,,,,,,氐王，仇池首領，冀城之圍響應馬超屯興國，被夏侯淵破,213,,,
13069,姜敘,姜敍|敍|伯奕,52710,,,,,,伯奕,,,,0,0,,,,,,東漢,天水,,,,,楊阜外兄，涼州刺史韋康從事、撫夷將軍，擁兵屯歷城，鹵城之戰破馬超,213,,,
13070,姜敘母,母|敍母,52710,,1,,,,,,,,0,213,,,,,,東漢,,,,,5,令姜敘出兵擊馬超，被馬超禽大罵之被殺,,,,
13071,趙昂,趙昂|昂|趙顒,52710,,,,,,偉章|偉璋,,,,0,219,,,,,,東漢,天水,,,,,妻王異，鹵城之戰聽其勸舍子討馬超，曹操益州刺史，定軍山之戰被斬,,,,
13072,尹奉,尹奉|奉,52710,,,,,,次曾,,,,0,0,,,,,,東漢|曹魏,天水,,,,,鹵城之戰共討馬超，曹丕敦煌太守,213,,,
13073,鹵城之戰李俊,李俊,52710,,,,,,,,,,0,0,,,,,,東漢,武都,,,,3,鹵城之戰共討馬超,213,,,
13074,梁寬,梁寬,52710,,,,,,,,,,0,0,,,,,,東漢,安定,,,,1,鹵城之戰姜敘使為內應，閉冀城門殺馬超妻子,213,,,
13075,趙衢,趙衢|衢,52710,,,,,,,,,,0,0,,,,,,東漢,南安,,,,1,鹵城之戰姜敘使為內應，閉冀城門殺馬超妻子,213,,,
13076,趙月,月,52710,,,,,,,,,,0,213,,,,,,東漢,,,,,,趙昂王異子，馬超作為人質，被殺,,,,
13077,王異,異,52710,,1,,,,,,,,0,0,,,,,,東漢,,,,,,趙昂妻，勸夫舍子攻馬超,213,,,
13078,涼茂,涼茂,52711,,,,,,伯方,,,,0,0,,,,,,東漢|曹魏,,,,,,曹操魏國僕射,213,,,
13079,徐奕,徐奕,52711,,,,,,季才,,,,0,219,,,,,,東漢,東莞,,,,,曹操魏國尚書、東曹屬，不與丁儀同流合污，貶魏郡太守,,,,
13201,朱光 (三國),朱光,52801,,,,,,,,,,0,0,,,,,,東漢,,,,,,曹操廬江太守，屯田皖城，被呂蒙禽，樊城之戰後放歸,214,,,
13202,李恢 (三國),李恢,52802,,,,,,德昂,,,,0,231,,,,,,東漢|蜀漢,益州,,,,,劉備益州督郵，說降馬超，蜀漢庲降督，參與南中之戰,,,,
13203,簡雍,簡雍,52802,,,耿雍,,,憲和,,,,0,0,,,,,,東漢|蜀漢,涿郡,,,,,劉備從事中郎，說降劉璋，為昭德將軍,214,,,
13204,董和,董和|董幼宰|幼宰,52803,,,,,,幼宰,,,,0,0,,,,,,東漢|蜀漢,南郡,,,,,劉璋益州太守，劉備掌軍中郎將，循吏，勤勞,214,,,
13205,黃忠,黃忠|漢升,52803,,,,,,漢升,,,剛,0,220,,,,,,東漢,南陽,,,,,韓玄部下，劉備禆將軍、討虜將軍，定軍山之戰斬夏侯淵，為後將軍,,,,
13206,伊籍,伊籍,52803,,,,,,機伯,,,,0,0,,,,,,東漢|蜀漢,山陽,,,,,劉備從事中郎，擅長辯論,214,,,
13207,劉巴,劉巴|巴,52803,,,,,,子初,,,,0,222,,,,,,東漢|蜀漢,零陵,,,,,自荊州不從劉備投曹操為掾，諸葛亮招之不從，改姓張投士燮、劉璋，諫勿迎劉備不聽，劉璋降後劉備為西曹掾，發行直百錢充實府庫,,,,
13208,彭羕,彭羕,52803,,,,,,永年,,,,0,0,,,,,,東漢,廣漢,,,,,劉璋書佐不得重用，劉備益州治中從事,214,,,
13209,霍峻,霍峻|峻,52803,,,,,,仲邈,,,,180,219,,,,,,東漢,南郡,,,,,劉備中郎將，數百人堅守葭萌城禦劉璋一年，破敵斬向存，為梓潼太守,,,,
13210,扶禁,扶禁,52803,,,,,,,,,,0,0,,,,,,東漢,,,,,1,劉璋將領，攻霍峻一年反被破,214,,,
13211,向存,向存|存,52803,,,,,,,,,,0,214,,,,,,東漢,,,,,1,劉璋將領，攻霍峻一年反被斬,,,,
13212,蔣琬,蔣琬|琬|公琰,52803,,,,,,公琰,,,恭,0,246,,,,,,東漢|蜀漢,零陵,,,蜀漢四相,,劉備為廣都長，醉酒被免官，蜀漢參軍、長史，諸葛亮北伐時守家，足備糧草,,,,
13213,曹植,臨菑侯植|植|殿下|安鄉侯|安鄉侯植|鄄城侯|鄄城侯植|鄄城王|雍丘王植|東阿王植|王|陳思王植,52804,,,陳思王|陳王,,,子建,,,思,192,232,,12.27,,,,東漢|曹魏,,,才高八斗|七步成詩|葵花相日,三曹,,曹魏文學家，與曹丕爭位，乘車出司馬門失寵，上疏曹叡諫重宗室,,,,
13214,劉楨,劉楨|楨|庶子,52804,,,,,,公幹,,,,0,217,,,,,,東漢,,,春華秋實,建安七子,,曹植庶子(官位)，受寵,,,,
13215,宋建,宋建|河首平漢王|建,52804,,,宋揚|宗建|朱建,,,,,,,0,214,,,,,,東漢,枹罕,,,,,韓遂馬騰涼州之亂時自立河首平漢王三十年，被夏侯淵斬,,,,
13216,趙彥 (東漢),趙彥,52804,,,,,,,,,,0,0,,,,,,東漢,,,,,,漢獻帝議郎，常與帝論時策被曹操殺,,,,陳琳檄文出現，卒年不晚于200
13217,董貴人,董承女|貴人,52804,,1,,,,,,,,0,200,,2.11,,,,東漢,,,,,,漢獻帝妃，董承女，牽連衣帶詔事件懷孕被殺,,,,
13218,氐王竇茂,氐王|竇茂,52804,,,,,,,,,,0,215,,,,,,東漢,,,,,1,氐王，陽平關之戰被曹操攻屠,,,,
13219,麴演,麴演|演,52804,,,,,,,,,,0,220,,,,,,東漢,西平,,,,,斬韓遂首送曹操，割據西平，曹操死後發動麴演涼州之亂，被蘇則斬,,,,
13220,蔣石,蔣石,52804,,,,,,,,,,0,0,,,,,,東漢,金城,,,,1,斬韓遂首送曹操,215,,,
13221,郝普,郝普|郝子太|普,52805,,,,,,子太,,,,0,230,,,,,,東漢|孫吳,,,,,,劉備零陵太守，被呂蒙使鄧玄之騙降，孫權廷尉，稱隱蕃有才，歎其屈，受牽連自殺,,,,
13222,鄧玄之,鄧玄之|玄之,52805,,,,,,,,,,0,0,,,,,,東漢,南陽,,,,3,郝普友，呂蒙使騙降郝普,215,,,
13223,留零陵孫河,孫河,52805,,,,,,,,,,0,0,,,,,,東漢,,,,,3,呂蒙得荊州三郡後留鎮零陵，非族人孫河,215,,,
13224,張衛,衛|張衛,52806,,,,,,公則,,,,0,0,,,,,,東漢,,,,,,張魯弟，拒絕張魯降曹，陽平關之戰被敗,215,,,
13225,杜濩,杜濩|濩,52806,,,,,,,,,,0,0,,,,,,東漢,,,,,1,賨邑侯，引張魯投朴胡，降曹分三巴，為巴西太守，被黃權破,215,,,
13226,朴胡,朴胡|胡,52806,,,,,,,,,,0,0,,,,,,東漢,,,,,1,板楯蠻七姓夷王，張魯投之，降曹分三巴，為巴東太守，被黃權破,215,,,
13227,薛悌,薛悌|護軍,52807,,,,,,孝威,,,,173,0,,,,,,東漢|曹魏,,,,,,曹操合肥護軍，使不得與孫權戰,,,,
13228,谷利,谷利|利,52807,,,,,,,,,,0,0,,,,,,東漢,,,,,,奴隸出身，孫權親近監，逍遙津之戰助其逃跑,215,,,
13229,巴賨夷帥任約,任約|約,52807,,,,,,,,,,0,0,,,,,,東漢,,,,,3,巴賨夷帥，降曹分三巴，為巴郡太守，被黃權破,215,,,
13230,殷署,殷署|署,52808,,,,,,,,,,0,0,,,,,,東漢,,,,,,曹操平難將軍，領關中兵發生叛亂，樊城之戰詣徐晃通風報信,215,,,
13231,劉柱,劉柱,52808,,,,,,,,,,0,0,,,,,,東漢,,,,,3,曹操將軍，協助趙儼調度關中兵,215,,,
13232,楊訓,楊訓|訓,52809,,,,,,,,,,0,0,,,,,,東漢,,,,,1,崔琰舉薦，為曹操稱王歌功頌德,215,,,
13233,丁儀,丁儀|儀,52809,,,,,,正禮,,,,0,220,,,,,,東漢,沛國,,,,,將娶清河公主因目眇被曹丕勸止，曹操西曹掾，誣陷毛玠、徐奕，爭立曹植，為右刺姦掾，被曹丕誅殺,,,,
13234,崔林,林,52809,,,,,,德儒,,,孝,0,245,,,,,,東漢|曹魏,,,,,,崔琰從弟，稱崔琰為冀州之首,,,,
13235,普廬,代郡烏桓三大人|單于|三單于,52809,,,,,,,,,,0,0,,,0,0,代郡烏桓,,,,,,3,代郡烏桓，自稱單于，裴潛單車讋服之，反叛被曹彰破,216,,,
13236,無臣氐,代郡烏桓三大人|單于|無臣氐|三單于,52809,,,,,,,,,,0,0,,,0,0,代郡烏桓,,,,,,1,代郡烏桓，自稱單于，裴潛單車讋服之，反叛被曹彰破,216,,,
13237,代郡烏桓三單于,代郡烏桓三大人|單于|三單于,52809,,,,,,,,,,0,0,,,0,0,代郡烏桓,,,,,,4,代郡烏桓，自稱單于，裴潛單車讋服之，反叛被曹彰破,216,,,
13401,蔣欽 (三國),蔣欽|欽,52901,,,,,,公奕,,,,0,220,,,,,,東漢,,,,江東十二虎臣,,孫權右護軍，徐盛曾斬其吏而稱善之,,,,
13402,徐盛,徐盛|盛,52901,,,,,,文向,,,,0,0,,,,,,東漢|孫吳,琅邪,,,江東十二虎臣,,孫權蕪湖令，斬蔣欽吏，初不服周泰解衣後服，參與夷陵之戰，為中郎將，因稱臣曹魏而怒，為安東將軍，曹丕二次伐吳建百里疑城退之,217,,,
13403,徐詳,徐詳,52901,,,,,,子明,,,,0,0,,,,,,東漢,,,,,,孫權都尉，詣曹請降,217,,,
13404,朱然,朱然|然,52901,,,施然,,,義封,,,,182,249,,,,,,東漢|孫吳,,,,,,朱治姐子，孫權同學，矮，初不服周泰解衣後服，樊城之戰從禽關羽，參與夷陵之戰，上言不再追劉備，孫權昭武將軍，江陵之戰堅守,,,,
13405,丁夫人 (曹操),丁夫人|丁氏|太王后,52901,,1,,,,,,,,0,0,,,,,,東漢,,,,,,曹操首任妻，無子，過繼曹昂，曹昂死哭泣無節被出,,,,
13406,劉夫人 (曹操),劉氏,52901,,1,,,,,,,,0,0,,,,,,東漢,,,,,,曹操妾，生曹昂、曹鑠、清河公主，早死,,,,
13407,卞夫人,卞氏|卞夫人|夫人|王后|王太后|皇太后|卞太后|太皇太后|太皇卞太后|武宣皇后,52901,,1,,,,,,,武宣,161,230,1.29,7.9,,,,東漢|曹魏,,,,,,曹操繼任妻，生丕彰植熊，曹丕立為太子不妄喜，脅迫郭女王為曹洪求情，寬慰虞氏反被罵,,,武宣卞皇后,
13408,曹熊,熊,52901,,,,,,,,,懷,0,0,,,,,,東漢|曹魏,,,,,,曹操卞夫人四子，早死,,,,
13409,清河公主 (曹魏),女|清河公主,52901,,1,,,,,,,,0,0,,,,,,東漢|曹魏,,,,,,曹操劉夫人女，清河長公主，將嫁丁儀被曹丕勸止，嫁夏侯楙,217,,,
13410,丁廙,黃門侍郎廙,52901,,,,,,敬禮,,,,0,220,,,,,,東漢,,,,,,丁儀弟，曹操黃門侍郎，爭立曹植，被曹丕誅殺,,,,
13411,曹植妻崔妃,琰之兄女|植妻,52901,,1,,,,,,,,0,217,,,,,,東漢,,,,,1,曹植妻，崔琰兄之女，違制衣繡被曹操賜死,,,,
13412,吳質,吳質|質,52901,,,,,,季重,,,,177,230,,,,,,東漢|曹魏,濟陰,,,,,曹操出征勸曹丕痛哭以表現自我，為朝歌長，反間計使曹植被疑,,,,
13413,辛憲英,憲英,52901,,1,,,,憲英,,,,191,269,,,,,,東漢|曹魏|西晉,,,,,,因曹丕得太子過於激動預言魏祚不長,,,,
13414,吳蘭 (東漢),吳蘭|蘭,52902,,,,,,,,,,0,218,,,,,,東漢,,,,,,劉備將領，漢中之戰被曹洪殺，實為氐人強端斬,,,,
13415,嚴畯,嚴畯|畯,52902,,,,,,曼才,,,,0,0,,,,,,東漢|孫吳,彭城,,,,,孫權從事中郎，堅拒繼任魯肅督兵，潮汐學專家,217,,,
13416,陸遜,陸遜|遜|婁侯|江陵侯|將軍|陸議|伯言,52902,,,,,議|遜,伯言,,,,183,245,,3.19,,,,東漢|孫吳,吳郡,,忍辱負重 ,,,孫權定威校尉、帳下右部督，討破費棧，淳于式劾奏反讚之，拜偏將軍、右都督，代呂蒙，修書讚美關羽，領宜都太守、右護軍、鎮西將軍、大都督、假節，夷陵之戰滅劉備，加輔國將軍、領荊州牧，至白帝不再追劉備，石亭之戰大破曹休，為上大將軍，輔太子孫登，掌荊州及豫章三郡事，駁先刑後禮論，諫勿求夷州亶州不聽，諫勿伐公孫淵，五戰合肥向襄陽，孫權敗後設計撤退，斬獲千餘而還,,,,
13417,費棧,費棧,52902,,,,,,,,,,0,0,,,,,,東漢,,,,,2,丹陽賊帥，聯山越作亂，被陸遜破,217,,,
13418,淳于式,淳于式|式,52902,,,,,,,,,,0,0,,,,,,東漢,,,,,1,孫權會稽太守，劾奏陸遜被稱道,217,,,
13419,王必,王必|必,52903,,,,,,,,,,0,218,,,,,,東漢,,,,,,曹操丞相長史，典兵督許，許都之亂受傷，平亂後死,,,,
13420,金禕,金禕,52903,,,,,,德禕,,,,0,218,,,,,,東漢,京兆,,,,,許都之亂主謀，或說為金日磾後裔,,,,
13421,耿紀,耿紀,52903,,,,,,季行,,,,0,218,,,,,,東漢,,,,,,曹操少府，參與許都之亂，耿秉曾孫,,,,
13422,韋晃,韋晃,52903,,,,,,,,,,0,218,,,,,,東漢,,,,,,曹操司直，參與許都之亂,,,,
13423,吉丕,吉本|本,52903,,,吉平|吉太,,,,,,,0,218,,,,,,東漢,,,,,,曹操太醫令，參與許都之亂,,,,
13424,吉邈,邈|吉邈,52903,,,,,,文然,,,,0,218,,,,,,東漢,,,,,1,吉丕子，參與許都之亂，攻王必不克潰散被斬,,,,
13425,吉穆,穆,52903,,,,,,思然,,,,0,218,,,,,,東漢,,,,,1,吉丕子，參與許都之亂,,,,
13426,嚴匡,嚴匡,52903,,,,,,,,,,0,0,,,,,,東漢,潁川,,,,1,曹操典農中郎將，平許都之亂,218,,,
13427,曹休,曹休|休|長平壯侯,52903,,,,,,文烈,,,壯,0,228,,,,,,東漢|曹魏,,,,,,曹操族子，曹操騎都尉，漢中之戰識破張飛疑兵計諫擊吳蘭，為征東大將軍首次伐吳，曹叡大司馬、揚州牧，被周魴騙發動石亭之戰，冒進被陸遜敗，氣死,,,,
13428,陳式,陳式|陳戒,52904,,,,,,,,,,0,0,,,,,,東漢|蜀漢,,,,,,劉備將領，漢中之戰被徐晃破，蜀漢將領，諸葛亮三次北伐攻武都陰平二郡,218,,,
13429,楊洪 (三國),楊洪|洪,52904,,,,,,季休,,,,0,228,,,,,,東漢|蜀漢,犍為,,,,,諸葛亮從事，漢中之戰力主益州發兵支援，領蜀郡太守，為益州治中從事，設計禽斬黃元,,,,
13430,何祗,何祗|祗,52904,,,,,,君肅,,,,0,0,,,,,,東漢|蜀漢,,,生桑之夢,,,楊洪門下書佐，欲薦之李嚴而諸葛亮以為廣漢太守，四十八歲卒,218,,,
13431,軻比能,軻比能|比能,52904,,,,,,,,,,0,235,,,0,0,鮮卑,,,,,,,鮮卑大人，觀曹彰服之，請降曹，本小種鮮卑，後最強大，近邊塞，誘殺扶羅韓，攻素利，被田豫擊破，數為邊寇，被梁習破，救鬱築鞬圍田豫，寇邊被秦朗擊走至漠北,,,,
13432,侯音,侯音|音,52904,,,,,,,,,,0,219,,,,,,東漢,,,,,,宛城守將，反曹執南陽太守，被曹仁斬,,,,
13433,東里袞,東里袞|袞|太守,52904,,,,東里,,,,,,0,0,,,,,,東漢,,,,,,曹操南陽太守，被侯音執，後釋放，于禁軍司馬，自孫權詣曹丕，言孫權必不服,218,,,
13434,應余,應余|余,52904,,,,,,子正,,,,0,218,,,,,,東漢,,,,,,曹操南陽功曹，掩護東里袞被侯音亂箭射死,,,,
13435,宗子卿,宗子卿|子卿,52904,,,,,,,,,,0,0,,,,,,東漢,,,,,,曹操南陽功曹，勸侯音釋放東里袞，反與之圍侯音,218,,,
13436,郭淮,郭淮|淮,52905,,,,,,伯濟,,,,0,255,,2.23,,,,東漢|曹魏,太原,,,,,夏侯淵司馬，定軍山之戰舉張郃為軍主，堅守陣地，曹叡雍州刺史，諸葛亮三次北伐救武都陰平不敵，諸葛亮四次北伐被破，五次北伐屯北原卻諸葛亮,,,,
13437,顏俊,顏俊|俊,52906,,,,,,,,,,0,220,,,,,,東漢,武威,,,,1,割據武威，被和鸞殺,,,,
13438,和鸞,和鸞|鸞,52906,,,,,,,,,,0,0,,,,,,東漢,張掖,,,,1,割據張掖，殺顏俊，被王祕殺,219,,,
13439,黃華 (三國),黃華,52906,,,,,,,,,,0,253,,4.4,,,,東漢|曹魏,酒泉,,,,,割據酒泉，響應麴演涼州之亂，敗後乞降歸順曹魏,,,,
13440,王秘,王祕,52906,,,,,,,,,,0,0,,,,,,東漢|曹魏,武威,,,,1,殺和鸞,219,,,祕音必
13441,孟達,孟達|達|平陽亭侯,52906,,,,,,子敬|子度,,,,0,228,,,,,,東漢|曹魏,扶風,,,,,劉備宜都太守，殺蒯祺，收降申耽，與劉封不合降魏，曹丕散騎常侍、建武將軍、新城太守，合擊劉封，曹叡時欲叛被司馬懿閃擊斬,,,,
13442,蒯祺,蒯祺,52906,,,,,,,,,,0,219,,,,,,東漢,,,,,,房陵太守，被孟達殺，蒯良蒯越族人，疑似諸葛亮姐夫,,,,
13443,劉封,劉封|封,52906,,,寇封,,,,,,,0,220,,,,,,東漢,,,,,,劉備養子，副軍中郎將，收降申耽，與孟達不協侵陵之，孟達投魏反破之，諸葛亮勸劉備而賜死,,,,
13444,申耽,申耽|耽,52906,,,,,,義舉,,,,0,0,,,,,,東漢|曹魏,,,,,,上庸太守，降劉備，加征北將軍，孟達擊劉封而投魏,219,,,
13445,申儀,儀|申儀,52906,,,,,,,,,,0,0,,,,,,東漢|曹魏,,,,,,申耽弟，劉備為建信將軍、西城太守，叛魏為魏興太守，與孟達有隙告其欲反，擅刻印被司馬懿執送洛陽,219,,,
13446,魏延,魏延|延,52906,,,,,,文長,,,,0,234,,,,,,東漢|蜀漢,義陽,,,,,劉備牙門將軍、鎮遠將軍、領漢中太守，諸葛亮司馬，首次北伐出子午谷奇謀不用，四次北伐敗司馬懿，為前軍師，與楊儀不合,,,,
13447,費詩,費詩|詩,52906,,,,,,公舉,,,,0,0,,,,,,東漢|蜀漢,犍為,,,,,劉備益州前部司馬，授關羽前將軍印綬，勸其受之，諫勿稱帝被貶部永昌從事,219,,,
13448,溫恢,溫恢,52907,,,,,,曼基,,,,178,223,,,,,,東漢|曹魏,,,,,,曹操揚州刺史，預言關羽北伐,,,,
13449,麋芳,麋芳|芳,52907,,,,,,子方,,,,0,0,,,,,,東漢,,,,,,劉備南郡太守，關羽樊城之戰使守江陵，素被關羽輕視，白衣渡江開門降呂蒙,219,,,
13450,士仁,士仁|仁,52907,,,傅士仁,,,君義,,,,0,0,,,,,,東漢,,,,,,劉備將軍，關羽樊城之戰使守公安，素被關羽輕視，白衣渡江被虞翻說降呂蒙,219,,,
13451,龐柔,卿兄,52907,,,,,,,,,,0,0,,,,,,東漢,,,,,,龐德兄，劉備官員,219,,,
13452,呂常,呂常,52907,,,,,,,,,,161,221,,,,,,東漢|曹魏,,,,,,樊城之戰被關羽別將圍於襄陽,,,,
13453,胡修,胡脩,52907,,,,,,,,,,0,219,,,,,,東漢,,,,,1,曹操荊州刺史，樊城之戰降關羽，被徐晃破戰死,,,,
13454,傅方,傅方,52907,,,,,,,,,,0,219,,,,,,東漢,,,,,,曹操南鄉太守，樊城之戰降關羽，被徐晃破戰死,,,,
