索引號,慣用名,通鑑名,通鑑目錄,出處,女性,別稱,姓,名,字,號,氏,謚,生年,卒年,出生月日,去世月日,得位年,失位年,統治政權,從屬政權,生僻度,簡述,記載年,記載年備註,備注
3449,肥如令郢人,郢人,31012,,,,,,,,,,0,-127,,,,,,西漢,3,被劉定國殺，其兄弟告發劉定國通姦,,,
3450,劉次昌,齊厲王次昌|齊王|王,31012,,,,,,,,,厲,0,-127,,,,,,西漢,,齊王劉壽子，與其姐紀翁主私通，被主父偃逼自殺,,,
3451,紀翁主,紀翁主,31012,,1,,,,,,,,0,0,,,,,,西漢,3,劉次昌姐，與之私通,-127,,
3452,主父偃女,其女,31012,,1,,,,,,,,0,0,,,,,,西漢,4,主父偃女，欲獻齊王劉次昌為妾未遂,-127,,
3453,紀太后,紀太后,31012,,1,,,,,,,,0,0,,,,,,西漢,3,劉次昌母，拒絕其納妾,-127,,
3454,孔臧,蓼侯孔臧|臧,31013,,,,,,,,,,0,0,,,,,,西漢,,漢文帝御史大夫，武帝太常，孔子11世孫,-127,,
3455,孔安國,安國,31013,,,,,,子國,,,,0,0,,,,,,西漢,,漢武帝諫議大夫，孔子11世旁系，大儒,-127,,
3456,伊雉斜單于,左谷蠡王|伊雉斜|單于|伊穉斜單于,31013,,,,,,,,攣鞮,,0,-114,,,-126,-114,匈奴,,,匈奴單于第5代，軍臣單于弟，奪太子於單位，被衛霍打擊,,,
3457,於單,太子於單|於單|涉安侯,31013,,,,,,,,攣鞮,,0,-126,,,,,,匈奴|西漢,,軍臣單于子，被叔伊雉斜單于奪位奔漢,,,
3458,月氏王,月氏王,31013,3,,,,,,,,,0,-162,,,,,月氏,,3,被老上單于殺，做首爵，其后分裂為大小月氏,,,
3459,張騫,張騫|騫|博望侯,31013,,,,,,子文,,,,0,-114,,,,,,西漢,,漢武帝時出使西域，開絲綢之路,,,
3460,大月氏王,大月氏太子,31013,,,,,,,,,,0,0,,,,,大月氏,,3,張騫時為王，臣服大夏國，不愿報匈奴老上單于殺父之仇,-126,,野史是大月氏女王
3461,甘父,堂邑氏奴|甘父|奉使君,31013,,,胡奴甘父,,,,,堂邑,,0,0,,,,,,匈奴|西漢,,匈奴人，與張騫共同出使西域，并從匈奴逃歸,-126,,
3462,代郡太守恭,代郡太守恭,31013,,,,,,,,,,0,-126,,,,,,西漢,3,被伊雉斜單于殺,,,
3463,兒寬,兒寬|左內史|寬,31013,,,倪寬,,,,,,,0,-103,,,,,,西漢,,漢武帝左內史、御史大夫，初任張湯府小吏，開六輔渠，緩刑罰得民心，議定太初歷,,,兒音倪
3601,匈奴右賢王,右賢王,31102,,,,,,,,,,0,0,,,,,,匈奴,4,漠南之戰被衛青打跑,-124,,
3602,李沮,李沮,31102,,,,,,,,,,0,0,,,,,,西漢,,漢武帝左內史，漠南之戰強弩將軍,-124,,
3603,李蔡,李蔡|樂安侯,31102,,,,,,,,,,-148,-118,,,,,,西漢,,漢武帝時代國相、御史大夫、丞相，漠南之戰輕車將軍，李廣族弟,,,
3604,衛伉,伉|長平侯|衛伉|長平侯伉,31102,,,宜春侯,,,,,,,0,-91,,,,,,西漢,,衛青長子，死於巫蠱之禍,,,
3605,衛不疑,不疑,31102,,,陰安侯,,,,,,,0,0,,,,,,西漢,,衛青次子,-124,,
3606,衛登,登,31102,,,發干侯,,,,,,,0,0,,,,,,西漢,,衛青三子,,,
3607,韓說,韓說|龍頟侯|橫海將軍|說|按道侯|游擊將軍|游擊,31102,,,,,,,,,,0,-91,,,,,,西漢,,漢武帝將軍，韓頹當孫，初與兄韓嫣因色得寵，漠南之戰都尉，從楊僕平東越，天漢四年擊匈奴，巫蠱之禍助江充被戾太子客殺,,,
3608,李朔,李朔|涉軹侯,31102,,,,,,,,,,0,0,,,,,,西漢,1,漢武帝校尉，參與漠南之戰,-124,,
3609,趙不虞,趙不虞|隨成侯,31102,,,,,,,,,,0,0,,,,,,西漢,3,漢武帝時期參與漠南之戰,-124,,
3610,公孫戎奴,公孫戎奴|從平侯,31102,,,,,,,,,,0,0,,,,,,西漢,1,漢武帝時期參與漠南之戰,-124,,
3611,豆如意,豆如意,31102,,,,,,,,,,0,0,,,,,,西漢,2,漢武帝校尉，參與漠南之戰封關內侯,-124,,
3612,代都尉朱英,朱英,31103,,,,,,,,,,0,-124,,,,,,西漢,3,漢武帝時代都尉，被匈奴殺,,,
3613,雷被,雷被|被,31103,,,,,,,,,,0,0,,,,,,西漢,,淮南八公，擅長劍法，傷淮南王太子劉遷,-124,,
3614,劉遷,太子遷|太子|淮南太子,31103,,,,,,,,,,0,-122,,,,,,西漢,,淮南王劉安太子，與雷被比劍傷，告發淮南王謀反,,,
3615,殷宏,中尉宏|中尉,31103,,,殷容|段宏,,,,,,,0,0,,,,,,西漢,,漢武帝中尉，詢問淮南王情況,-124,,
3616,徐來,衡山王后|徐來,31103,,1,,,,,,,,0,-122,,,,,,西漢,1,衡山王劉賜王后，繼任王后，與劉孝誣蔑劉爽,,,
3617,劉爽,太子爽,31103,,,,,,,,,,0,-122,,,,,,西漢,1,衡山王劉賜長子，乘舒所生,,,
3618,劉孝,孝,31103,,,,,,,,,,0,-122,,,,,,西漢,2,衡山王劉賜次子，乘舒所生，欲被改立太子,,,
3619,枚赫,枚赫,31103,,,,,,,,,,0,-122,,,,,,西漢,3,劉孝門客，劉安謀反參與者,,,
3620,陳喜,陳喜|喜,31103,,,,,,,,,,0,-122,,,,,,西漢,3,劉孝門客，劉安謀反參與者,,,
3621,趙信,翕侯|趙信|前將軍信|信|小王|自次王,31104,,,,,,,,,,0,-108,,,,,,匈奴|西漢|匈奴,,伊雉斜將領，降漢復歸匈奴，築趙信城,,,
3622,周霸,周霸|霸,31104,,,,,,,,,,0,0,,,,,,西漢,1,申培弟子，漢武帝膠西內史，衛青議郎，漠南之戰議斬蘇建,-123,,
3623,軍正閎,軍正閎,31104,,,,,,,,,,0,0,,,,,,西漢,3,衛青軍正，漠南之戰議不斬蘇建,-123,,
3624,長史安,長史安,31104,,,,,,,,,,0,0,,,,,,西漢,3,衛青長史，漠南之戰議不斬蘇建,-123,,
3625,霍仲孺,霍仲孺|仲孺,31104,,,,,,,,,,0,0,,,,,,西漢,1,霍去病、霍光生父,-140,取霍去病生年,
3626,衛少兒,衛少兒,31104,,1,,,,,,,,0,0,,,,,,西漢,1,霍去病母，衛子夫二姐，與霍仲孺私通，與陳平曾孫陳掌私通後嫁之,-140,取霍去病生年,
3627,霍去病,霍去病|去病|票姚校尉|冠軍侯|票騎將軍|票騎|冠軍景桓侯|霍,31104,,,,,,,,,景桓,-140,-117,,,,,,西漢,,漢武帝抗匈奴名將,,,
3628,藉若侯產,藉若侯產,31104,,,,,,,,,,0,-123,,,,,,匈奴,3,伊雉斜祖父輩侯，漠南之戰被霍去病斬,,,
3629,羅姑,羅姑,31104,,,羅姑比,,,,,,,0,0,,,,,,匈奴,3,伊雉斜季父，漠南之戰被霍去病俘虜,-123,,
3630,郝賢,郝賢|賢|眾利侯,31104,,,,,,,,,,0,0,,,,,,西漢,1,漢武帝上谷太守，隨衛青征戰,-123,,
3631,伊雉斜姊,姊,31104,,1,,,,,,,,0,0,,,,,,匈奴,4,伊雉斜姊，嫁趙信,-123,,
3632,左吳,左吳,31105,,,,,,,,,,0,0,,,,,,西漢,1,淮南八公，日夜為反謀,-122,,
3633,伍被,伍被|被,31105,,,,,,,,,,0,-122,,,,,,西漢,,淮南八公，勸劉安不要造反不聽後助之，事發后自首，武帝欲寬赦被張湯誅死,,,
3634,劉不害 (劉安之子),不害,31105,,,,,,,,,,0,0,,,,,,西漢,,淮南王劉安庶長子，不被視為子嗣,-122,,
3635,蓼荼,王后|王后荼,31105,,1,,,,,,,,0,-122,,,,,,西漢,1,淮南王劉安王后，共同謀反,,,
3636,劉建 (劉不害之子),建,31105,,,,,,,,,,0,0,,,,,,西漢,,劉不害子，因父無寵告發爺劉安謀反,-122,,
3637,趙賢,趙賢,31105,,,,,,,,,,0,-122,,,,,,西漢,3,劉安門客，認為謀反十拿九穩,,,
3638,朱驕如,朱驕如,31105,,,,,,,,,,0,-122,,,,,,西漢,3,劉安門客，認為謀反十拿九穩,,,
3639,白嬴,白嬴,31105,,,,,,,,,,0,-122,,,,,,西漢,3,衡山王太子劉爽心腹，誣蔑劉孝,,,
3640,嘗羌,滇王|當羌,31106,,,,,,,,,,0,0,,,-123,-85,滇國,西漢,,漢武帝時期滇國國王，莊蹻後代，同夜郎自大，-109年舉國降漢,,,
3641,折蘭王,折蘭王,31107,,,,,,,,,,0,-121,,,,,,匈奴,1,河西之戰被霍去病殺,,,折音舌
3642,盧侯王,盧侯王,31107,,,,,,,,,,0,-121,,,,,,匈奴,2,河西之戰被霍去病殺,,,
3643,渾邪王,渾邪王|漯陰侯|渾邪,31107,,,昆邪王,,,,,,,0,-116,,,,,,匈奴,,河西之戰被霍去病破，降漢,,,
3644,休屠王,休屠王|休屠,31107,,,,,,,,,,0,-121,,,,,,匈奴,,河西之戰被霍去病搶走祭天金人，欲降漢後悔，被渾邪王殺,,,
3645,圍李廣左賢王,左賢王,31107,,,,,,,,,,0,0,,,,,,匈奴,4,河西之戰圍李廣一天一夜，張騫解救,-121,,
3646,李敢,敢|李敢|校尉敢,31107,,,,,,,,,,0,-117,,,,,,西漢,,李廣三子，霍去病部，因李廣死傷衛青，被霍去病射死,,,
3647,單桓王,單桓,31107,,,,,,,,,,0,0,,,,,,匈奴,3,河西之戰被霍去病擒,-121,,
3648,酋涂王,酋涂王,31107,,,,,,,,,,0,0,,,,,,匈奴,2,河西之戰被霍去病擒,-121,,
3649,趙破奴,趙破奴|從票侯|破奴|匈河將軍|浞野侯|浚稽將軍|浞野,31107,,,,,,,,,,0,0,,,,,,西漢|匈奴|西漢|匈奴|西漢,,霍去病裨將，河西之戰鷹擊司馬，七百騎虜樓蘭王，破車師，屯朔方備匈奴，浚稽山被兒單于俘虜，死於巫蠱之禍,-121,,
3650,高不識,高不識|宜冠侯,31107,,,,,,,,,,0,0,,,,,,匈奴|西漢,,河西之戰霍去病校尉,-121,,
3651,僕多,僕多|煇渠侯,31107,,,僕朋,,,,,,,0,0,,,,,,匈奴|西漢,,河西之戰霍去病校尉,-121,,
3652,劉建 (江都王),江都王建|建,31108,,,,,,,,,,0,-121,,,,,,西漢,,漢武帝第二任江都王，劉細君父，亂倫殺人獸交謀反,,,
3653,淖姬,淖姬,31108,,1,,,,,,,,0,0,,,,,,西漢,3,江都王劉非妾，死後為江都王劉建占有，死後為趙王劉彭祖占有，生淖子,-121,,
3654,劉徵臣,徵臣,31108,,1,江都翁主,,,,,,,0,0,,,,,,西漢,1,江都王劉建妹，與之通姦,-121,,
3655,成光,成光,31108,,1,,,,,,,,0,-121,,,,,,西漢,3,江都王劉建王后，共同詛咒漢武帝,,,
3656,江都王后越婢,越婢,31108,,1,,,,,,,,0,0,,,,,,西漢,4,幫江都王劉建詛咒漢武帝,-121,,
3657,呼毒尼,呼毒尼,31108,,,,,,,,,,0,0,,,,,,匈奴|西漢,1,渾邪王裨將，隨之降漢,-121,,呼毒尼為下摩侯，鷹(無鳥)疵為煇渠侯，禽黎為河綦侯，大當戶調雖為常樂侯
3658,金日磾,日磾|金日磾|秺敬侯|秺侯,31108,,,,,,翁叔,,,敬,-134,-86,,,,,,匈奴|西漢,,休屠王太子，漢武帝賜姓金，莽何羅刺殺事救駕，托孤重臣,,,
3659,金日磾母,母閼氏,31108,,1,,,,,,,,0,0,,,,,,匈奴|西漢,4,金日磾母,-121,,
3660,金倫,倫,31108,,,,,,少卿,,,,0,0,,,,,,匈奴|西漢,,金日磾弟，早卒,-121,,
3661,劉賢 (膠東王),賢|膠東王,31109,,,,,,,,,哀,0,-106,,,,,,西漢,,膠東王劉寄長子，無寵,,,
3662,劉慶 (六安王),慶|六安王,31109,,,,,,,,,共,0,-84,,,,,,西漢,,膠東王劉寄少子，建六安國於衡山王賜衡山國故地,,,
3663,李延年,李延年|協律都尉|延年,31109,,0,,,,,,,,0,-101,,,,,,西漢,,孝武李夫人哥哥，音樂家，協律都尉，男寵,,,wiki作李延年 (漢朝)
3664,東郭咸陽,東郭咸陽|咸陽,31109,,,,東郭,咸陽,,,,,0,0,,,,,,西漢,,漢武帝大農丞，齊國鹽商出身,-119,,
3665,孔僅,孔僅|僅,31109,,,,,,,,,,0,0,,,,,,西漢,,漢武帝大農丞、大農令、大司空，南陽大冶出身,-119,,
3666,桑弘羊,桑弘羊|弘羊,31109,,,,,,,,,,-152,-80,,,,,,西漢,,漢武帝御史大夫，托孤重臣，經濟政策制定者，鹽鐵論,,,
3667,卜式,卜式|式,31110,,,,,,,,,,0,0,,,,,,西漢,,漢武帝御史大夫，熱愛牧羊，捐款打匈奴，上書從平南越，受天子嘉獎無人應，引發酎金失侯，養豬羊法,-119,,
3668,趙食其,趙食其|食其|右將軍,31110,,,,,,,,,,0,0,,,,,,西漢,,漢武帝主爵都尉，漠北之戰右將軍，與李廣一同迷路贖為庶人,-119,,
3669,曹襄,平陽侯|曹襄,31110,,,,,,,,,,0,-115,,,,,,西漢,,平陽公主子，妻衛長公主，漠北之戰後將軍,,,
3670,右谷蠡王 (伊稚斜單于年間),右谷蠡王,31110,,,,,,,,,,0,0,,,,,,匈奴,,漠北之戰以為伊雉斜死自立為單于，後去號,-119,,
3671,屯頭王,屯頭王,31110,,,,,,,,,,0,0,,,,,,匈奴,2,漠北之戰被霍去病擒,-119,,
3672,匈奴韓王,韓王,31110,,,,,,,,,,0,0,,,,,,匈奴,3,漠北之戰被霍去病擒,-119,,
3673,路博德,路博德|伏波將軍|伏波|強弩都尉|博德,31110,,,,,,,,,,0,0,,,,,,西漢,,漢武帝衛尉，隨霍去病征匈奴，平南越陸軍，天漢四年繫匈奴,-119,,
3674,任安,任安|安,31111,,,,,,少卿,,,,0,-91,,,,,,西漢,,漢武帝益州刺史，初為衛青吏，司馬遷摯友，巫蠱之禍護北軍使者，不發兵助戾太子，腰斬,,,wiki作任少卿
3675,任敞,任敞,31111,,,,,,,,,,0,0,,,,,,西漢,3,漢武帝丞相長史，勸匈奴稱臣被扣留,-119,,
3676,狄山,狄山|山,31111,,,,,,,,,,0,-119,,,,,,西漢,,漢武帝博士，欲和親與張湯抬杠，罵其詐忠，發至邊被匈奴斬,,,
3677,義縱,義縱|縱,31111,,,,義,縱,,,,,0,-117,,,,,,西漢,,漢武帝右內史，酷吏，不寒而栗，阻告緡被殺,,,
3678,王溫舒,王溫舒|溫舒,31111,,,,,,,,,,0,-104,,,,,,西漢,,漢武帝中尉，酷吏，貪官，治民狗咬狗至道不拾遺，從楊僕平東越,,,
3679,少翁,少翁|文成將軍|文成,31111,,,李少翁,,,,,,,0,-117,,,,,,西漢,,漢武帝方士，招魂王夫人，偽書牛腹被誅而隱其事，文成食馬肝,,,訛傳為招魂李夫人
3680,王夫人 (漢武帝),王夫人,31111,,1,,,,,,,,0,-118,,,,,,西漢,,漢武帝妃，生齊王劉閎，早逝後少翁招魂,,,
3801,莊青翟,武強侯|莊青翟|丞相青翟|丞相,31201,,,,,,,,,,-164,-115,,,,,,西漢,,漢武帝丞相，開國功臣莊不識孫，因逼死張湯事下獄自殺,,,
3802,游水發根,游水發根,31201,,,,,,,,,,0,0,,,,,,西漢,3,言漢武帝被詛咒而病鼎湖,-118,,
3803,楊可,楊可|可,31201,,,,,,,,,,0,0,,,,,,西漢,,漢武帝時期主管告緡，被義縱阻,-117,,
3804,劉閎,皇子閎|齊王|齊懷王閎|閎,31202,,,,,,,,,懷,0,-110,,,,,,西漢,,漢武帝二子，王夫人子,,,
3805,劉旦,旦|燕王|燕王旦|大王,31202,,,,,,,,,剌,0,-80,,,,,,西漢,,漢武帝三子，李姬子，巫蠱之禍後急於爭位被削封，與漢昭帝爭位兵變自殺,,,
3806,劉胥,胥|廣陵王|廣陵王胥,31202,,,,,,,,,厲,0,-54,,,,,,西漢,,漢武帝四子，李姬子，勇力無法度，漢宣帝時詛咒事發被賜死,,,
3807,褚大,褚大,31202,,,,,,,,,,0,0,,,,,,西漢,1,漢武帝博士，胡毋生弟子，查郡國有罪者,-117,,
3808,徐偃,徐偃,31202,,,,,,,,,,0,0,,,,,,西漢,1,漢武帝博士，申培弟子，查郡國有罪者,-117,,
3809,霍光母,婦,31202,,1,,,,,,,,0,0,,,,,,西漢,4,霍光母,-117,,
3810,霍光,光|奉車都尉|光祿大夫|霍光|霍將軍|博陸侯|大將軍光|將軍,31202,,,,,,子孟,,,宣成,0,-68,,4.21,,,,西漢,,漢武昭宣間權臣，廢立昌邑王，漢武帝托孤重臣，送周公負成王圖，麒麟閣十一功臣之首，不學無術,,,
3811,顏異,顏異|異,31203,,,,,,,,,,0,-117,,,,,,西漢,,漢武帝大農令，被張湯以腹誹罪論死,,,
3812,李文,李文|文,31203,,,,,,,,,,0,-115,,,,,,西漢,2,漢武帝御史中丞，張湯政敵，欲誣告被其吏魯謁居反殺,,,
3813,魯謁居,魯謁居|謁居,31203,,,,,,,,,,0,-115,,,,,,西漢,2,張湯所厚吏，為之摩足，告發張湯政敵李文，病死,,,
3814,魯謁居弟,弟|謁居弟,31203,,,,,,,,,,0,0,,,,,,西漢,4,因不知情告發魯謁居與張湯事,-115,,
3815,減宣,減宣|宣,31203,,,咸宣,,,,,,,0,-102,,,,,,西漢,,漢武帝左內史、右扶風，酷吏,,,
3816,王朝 (西漢),王朝,31203,,,,,,,,,,0,-115,,,,,,西漢,,漢武帝右內史、丞相長史，逼死張湯三長史,,,
3817,邊通,邊通,31203,,,,,,,,,,0,-115,,,,,,西漢,,漢武帝濟南相、丞相長史，逼死張湯三長史,,,
3818,田信,田信|信,31203,,,,,,,,,,0,0,,,,,,西漢,3,張湯所識賈人，被誣透露政策與之分利,-115,,
3819,張湯之母,湯母,31203,,1,,,,,,,,0,0,,,,,,西漢,5,薄葬張湯為其洗脫冤屈,-115,,
3820,趙周 (漢朝),趙周,31204,,,,,,,,,,0,-112,,,,,,西漢,,漢武帝太子太傅、丞相，牽連酎金事自殺,,,
3821,獵驕靡,烏孫王|昆莫,31204,,,,,,,,,,-177,-105,,,0,-105,烏孫,匈奴,,烏孫國昆莫，難兜靡之子，被大月氏破國投靠匈奴，後擊敗大月氏，羽翼豐滿後獨立，漢武帝時與劉細君和親,,,
3822,劉勃 (常山王),勃,31205,,,,,,,,,,0,0,,,,,,西漢,,常山王劉舜太子，居喪無禮被廢,-114,,
3823,劉平 (真定王),平|真定王,31205,,,,,,,,,,0,-90,,,,,,西漢,,常山王劉舜三子,,,
3824,劉義 (代王),代王義|清河王,31205,,,,,,,,,剛,0,-95,,,,,,西漢,,代王劉登子,,,
3825,烏維單于,烏維單于|單于,31205,,,,,,,,,,0,-105,,,-114,-105,匈奴,,,匈奴單于第6代，伊雉斜單于長子,,,
3826,自殺河東守,河東守,31205,,,,,,,,,,0,-114,,,,,,西漢,4,漢武帝巡郡國，河東守未辦供具而自殺,,,
3827,姬嘉,姬嘉|周子南君,31205,,,,,,,,,,0,-107,,,,,,西漢,,西漢第一代周子南君,,,
3828,丁義,樂成侯|丁義,31205,,,,,,,,,,0,-112,,,,,,西漢,1,漢高祖功臣丁禮孫，薦方士欒大，牽連被棄市,,,
3829,欒大,欒大|大|五利將軍|天士將軍|地士將軍|大通將軍|樂通侯|天道將軍|五利,31205,,,,欒,大,,,,,0,-112,,,,,,西漢,,漢武帝方士，敢吹牛，配六印，娶衛長公主，坐誣罔腰斬,,,
3830,衛長公主,衛長公主,31205,,1,當利公主,,,,,,,-138,0,,,,,,西漢,,漢武帝衛子夫長女，曹襄、欒大妻,,,
3831,汾陰巫錦,汾陰巫錦|巫,31205,,1,,,錦,,,,,0,0,,,,,,西漢,3,漢武帝時得鼎於魏脽后土營旁,-113,,未明說為女巫
3832,河東太守勝,河東太守,31205,,,河東太守勝,,,,,,,0,0,,,,,,西漢,4,上報漢武帝得鼎事,-113,,
3833,劉商 (泗水王),商|泗水王,31205,,,,,,,,,思,0,-104,,,,,,西漢,,常山王劉舜四子,,,
3834,尹齊,尹齊|齊,31206,,,,,,,,,,0,0,,,,,,西漢,,漢武帝中尉，酷吏,-113,,
3835,樛后,樛氏女|太后|王太后,31207,,1,,,,,,,,0,-112,,,,,,西漢|南越國,,趙嬰齊王后，趙興母，安國少季情婦，欲歸附漢朝，被呂嘉殺,,,樛音糾
3836,趙興,興|太子興|王|南越王,31207,,,,,,,,,,0,-112,,,-113,-112,南越國,,,南越國第4代君主，樛后子，被呂嘉殺,,,
3837,安國少季,安國少季|使者,31207,,,,安國,少季,,,,,0,-112,,,,,,西漢,,與樛后私通，借此出使勸南越歸漢，復私通，被呂嘉殺,,,
3838,魏臣,魏臣,31207,,,,,,,,,,0,-112,,,,,,西漢,,漢武帝時勸南越歸漢的勇士，被呂嘉殺,,,
3839,呂嘉,呂嘉|嘉|相呂嘉,31207,,,保公,,,,,,,0,-112,,,,,,南越國,,南越國四代丞相，反對歸漢叛亂被殺，被越南稱為第一個民族英雄,,,wiki作呂嘉 (南越國)
3840,公孫卿,公孫卿|卿,31207,,,,,,,,,,0,0,,,,,,西漢,,漢武帝方士、太中大夫，求仙，造漢太初歷,-113,,
3841,自殺隴西守,隴西守,31207,,,,,,,,,,0,-113,,,,,,西漢,4,來不及給漢武帝接風而畏罪自殺,,,
3842,被誅北地太守,北地太守,31207,,,,,,,,,,0,-113,,,,,,西漢,4,因千里無亭徼被漢武帝誅,,,
3843,司馬談,太史令談,31207,,,,,,,,,,0,-110,,,,,,西漢,,漢武帝太史，司馬遷父,,,
3844,祠官寬舒,祠官寬舒,31207,,,,,寬舒,,,,,0,0,,,,,,西漢,3,與司馬談共同參與漢武帝祠太一,-113,,
3845,趙光,蒼梧秦王|蒼梧王|趙光,31208,,,隨桃侯,,,,,,,0,-111,,,,,,南越國|西漢,,南越國蒼梧王，呂嘉之亂后降漢,,,史定封安道侯，畢取封膫侯，居翁封湘城侯
3846,呂嘉弟,嘉弟|弟|其弟,31208,,,俍公|阮名俍,,,,,,,0,0,,,,,,南越國,4,呂嘉弟，南越國將領，被越南神化,-112,,
3847,莊參,莊參|參,31208,,,,,,,,,,0,0,,,,,,西漢,,拒絕以二千人為收服南越助力，被漢武帝罷官,-112,,
3848,韓千秋,韓千秋|千秋,31208,,,,,,,,,,0,-112,,,,,,西漢,,漢武帝校尉，以二千人為收服南越助力，被呂嘉殺,,,
3849,樛樂,樛樂,31208,,,,,,,,,,0,-112,,,,,,西漢,,樛后弟，以二千人為收服南越助力，被呂嘉殺,,,
3850,趙嬰齊越妻,越妻,31208,,1,,,,,,,,0,0,,,,,,南越國,4,趙嬰齊南越藉妻子，生長子趙建德,-135,取閩越王郢攻南越，趙眜送太子嬰齊至漢武帝身邊宿衛年,
3851,趙建德,術陽侯|建德|南越王建德,31208,,,,,,,,,,0,0,,,-112,-112,南越國,,,南越國末代君主，趙嬰齊與南越籍妻長子,,,
3852,韓延年,延年|成安侯|韓延年,31208,,,,,,,,,,0,-99,,,,,,西漢,,韓千秋子，浚稽山之戰校尉，隨李陵作戰被匈奴殺,,,
3853,樛廣德,廣德|龍亢侯,31208,,,,,,,,,,0,0,,,,,,西漢,3,樛樂子,-112,,
3854,楊僕,樓船將軍|楊僕|樓船|將梁侯|將軍|僕,31208,,,,,,,,,,0,0,,,,,,西漢,,漢武帝御史、主爵都尉，平南越水軍，征朝鮮與荀彘不和無功，贖為庶人,-112,,
3855,戈船將軍嚴,歸義越侯嚴|戈船將軍|戈船,31208,,,,,,,,,,0,0,,,,,,南越國|西漢,2,南越降將，從平南越、東越,-112,,
3856,下瀨將軍甲,甲|下瀨將軍,31208,,,,,,,,,,0,0,,,,,,南越國|西漢,2,南越降將，從平南越，兵未下已平，從平東越,-112,,
3857,何遺,越馳義侯遺|馳義侯,31208,,,,,,,,,,0,0,,,,,,南越國|西漢,,發巴蜀罪人夜郎兵從平南越，兵未下已平,-112,,
3858,徐自為,徐自為,31208,,,,,,,,,,0,0,,,,,,西漢,1,漢武帝郎中令、光祿勛，從李息平西羌亂，建光祿塞,-111,,
3859,蘇弘,蘇弘|海常侯,31208,,,,,,,,,,0,-104,,,,,,西漢,,漢武帝校尉司馬，平南越擒趙建德,,,
3860,孫都,都稽|臨蔡侯,31208,,,,,,,,,,0,0,,,,,,南越國|西漢,,平南越時越郎，擒呂嘉,-111,,史記表中作孫都，其余作都稽
3861,且蘭君,且蘭君|且蘭,31209,,,,,,,,,,0,-111,,,0,-111,且蘭,,4,且蘭末代君主，反漢被郭昌、衛廣擊殺,,,且音居
3862,郭昌,郭昌|拔胡將軍,31209,,,,,,,,,,0,0,,,,,,西漢,,漢武帝中郎將、將軍，平西南夷，塞瓠子河決，滅滇國旁國勞深、靡莫，屯朔方備匈奴，擊昆明斬首數十萬,-111,,
3863,衛廣,衛廣,31209,,,,,,,,,,0,0,,,,,,西漢,1,漢武帝中郎將，平西南夷，衛子夫同母弟，滅滇國旁國勞深、靡莫,-111,,
3864,邛君,邛君,31209,,,,,,,,,,0,-111,,,,,邛都,,4,滇北邛都君主，反漢被郭昌、衛廣擊殺,,,
3865,莋侯,莋侯,31209,,,,,,,,,,0,-111,,,,,筰都,,4,滇北莋都（白狼）君主，反漢被郭昌、衛廣擊殺,,,莋音昨
3866,騶力,騶力|吞漢將軍,31209,,,,,,,,,,0,0,,,,,,閩越(東越),,東越國將領，吞漢將軍,,,
3867,大農張成,張成,31209,,,,,,,,,,0,-111,,,,,,西漢,3,漢武帝大農，畏攻東越被誅,,,
3868,山州侯劉齒,山州侯齒,31209,,,,,,,,,,0,-111,,,,,,西漢,2,城陽王劉喜子，畏攻東越被誅,,,
3869,漢使王恢,王恢,31210,,,,,,,,,,0,0,,,,,,西漢,3,漢武帝時期使者，常被樓蘭車師等小國攻劫,-111,,
3870,郭吉,郭吉,31210,,,,,,,,,,0,0,,,,,,西漢,,漢武帝使者，勸降匈奴，被流放北海（貝加爾湖），且鞮侯放還,-110,,
3871,徇北將軍,徇北將軍,31210,,,,,,,,,,0,-110,,,,,,閩越(東越),4,東越將軍，守武林被殺,,,
3872,轅終古,轅終古|終古|禦兒侯,31210,,,,轅,終古,,,,,0,0,,,,,,西漢,1,楊僕卒，平東越斬徇北將軍,-110,,
3873,吳陽,越衍侯|吳陽|陽|卯石侯,31210,,,,,,,,,,0,0,,,,,,閩越(東越)|西漢,,東越國降漢貴族，平東越勸餘善未果，率700武士攻殺之,,,wiki作吳陽 (閩越)
3874,建城侯敖,建城侯敖|敖|開陵侯,31210,,,,,,,,,,0,0,,,,,,閩越(東越)|西漢,3,與居股合謀殺死東越王餘善,-110,,
3875,居股,繇王|居股|東成侯,31210,,,,,,,,,,0,0,,,-120,-110,閩越(繇),西漢,,繇王丑子，末代閩越繇王，殺死東越王餘善後降漢,,,
3876,繚嫈侯劉福,橫海校尉福|繚嫈侯,31210,,,,,,,,,,0,0,,,,,,西漢,3,城陽王劉喜子，參與平東越之戰,-110,,
3877,多軍,多軍|無錫侯,31210,,,,,,,,,,0,0,,,,,,閩越(東越)|西漢,1,平東越之戰的東越國降將，封侯,-110,,
3878,霍嬗,霍子侯|子侯,31211,,,,,,子侯,,,,0,-110,,,,,,西漢,,霍去病子，襲爵冠軍侯，以奉車都尉參與封禪泰山，暴病死,,,
3879,望氣王朔,王朔,31211,,,,,,,,,,0,0,,,,,,西漢,1,漢武帝望氣者，為李廣指點不得封侯原因,-110,,
4001,汲仁,汲仁,31301,,,,,,,,,,0,0,,,,,,西漢,2,汲黯弟，塞瓠子河決,-109,,
4002,衛滿,衛滿|滿,31301,,,위만,,,,,,,0,0,,,-195,0,朝鮮,,,朝鮮第一位有明確記載君主，盧綰部下，建立衛滿朝鮮，建都王險城（平壤）,,,
